episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,policy_reward_min/av,policy_reward_max/av,policy_reward_mean/av,custom_metrics/num_congested_mean,custom_metrics/num_congested_min,custom_metrics/num_congested_max,custom_metrics/speed_edge_4_mean,custom_metrics/speed_edge_4_min,custom_metrics/speed_edge_4_max,custom_metrics/n_veh_edge4_l0_mean,custom_metrics/n_veh_edge4_l0_min,custom_metrics/n_veh_edge4_l0_max,custom_metrics/n_veh_edge4_l1_mean,custom_metrics/n_veh_edge4_l1_min,custom_metrics/n_veh_edge4_l1_max,custom_metrics/mean_speed_edge2_l0_mean,custom_metrics/mean_speed_edge2_l0_min,custom_metrics/mean_speed_edge2_l0_max,custom_metrics/mean_speed_edge2_l1_mean,custom_metrics/mean_speed_edge2_l1_min,custom_metrics/mean_speed_edge2_l1_max,custom_metrics/mean_speed_edge2_l2_mean,custom_metrics/mean_speed_edge2_l2_min,custom_metrics/mean_speed_edge2_l2_max,custom_metrics/mean_speed_edge2_l3_mean,custom_metrics/mean_speed_edge2_l3_min,custom_metrics/mean_speed_edge2_l3_max,custom_metrics/exit_counter_mean,custom_metrics/exit_counter_min,custom_metrics/exit_counter_max,custom_metrics/net_outflow_2400_time0_0_time1_250_mean,custom_metrics/net_outflow_2400_time0_0_time1_250_min,custom_metrics/net_outflow_2400_time0_0_time1_250_max,custom_metrics/net_outflow_2400_time0_250_time1_500_mean,custom_metrics/net_outflow_2400_time0_250_time1_500_min,custom_metrics/net_outflow_2400_time0_250_time1_500_max,custom_metrics/net_outflow_2400_time0_500_time1_750_mean,custom_metrics/net_outflow_2400_time0_500_time1_750_min,custom_metrics/net_outflow_2400_time0_500_time1_750_max,custom_metrics/net_outflow_2400_time0_750_time1_1000_mean,custom_metrics/net_outflow_2400_time0_750_time1_1000_min,custom_metrics/net_outflow_2400_time0_750_time1_1000_max,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent
75.06000000000208,75.06000000000208,75.06000000000208,400.0,2,1000,False,1000,2,1,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-11-41,1595369501,85.70233607292175,85.70233607292175,3137,ip-172-31-31-172,172.31.31.172,85.70233607292175,1000,1,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",8.339999999999916,8.339999999999916,8.339999999999916,56.74372194513716,56.02244389027432,57.465,2.040601540579631,2.009630397993451,2.071572683165811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.4,1490.4,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.53930226191655,14.648268153736522,1.1803296419766756,1.0,1.0,200,0,1000,356.39,nan,nan,0.004,0.0,nan,42.04344262295082,7.413114754098362
75.06000000000208,74.88000000000211,74.9880000000021,400.0,3,1000,False,2000,5,2,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-13-07,1595369587,85.61437559127808,171.31671166419983,3137,ip-172-31-31-172,172.31.31.172,171.31671166419983,2000,2,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",8.319999999999917,8.339999999999916,8.331999999999917,55.71398877805486,52.355,57.7375,2.0823658509635217,1.9991324909905968,2.226862992412355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.4,1490.4,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.51525458805162,16.72973185811811,1.1452815147192743,1.0,1.0,400,0,2000,1002.077,nan,nan,0.004,0.0,nan,42.424590163934425,7.581967213114752
75.06000000000208,74.88000000000211,74.98285714285923,400.0,2,1000,False,3000,7,3,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-14-28,1595369668,81.24298930168152,252.55970096588135,3137,ip-172-31-31-172,172.31.31.172,252.55970096588135,3000,3,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",8.319999999999917,8.339999999999916,8.331428571428491,55.166420555753476,50.5275,57.7375,2.1068167875217467,1.9991324909905968,2.309507200895938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.3999999999999,1490.4,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0728972704519,16.772455388485366,1.1346387832389397,1.0,1.0,600,0,3000,341.742,nan,nan,0.004,0.0,nan,41.78000000000001,7.700869565217391
75.06000000000208,74.88000000000211,74.9880000000021,400.0,3,1000,False,4000,10,4,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-15-56,1595369756,87.69464707374573,340.2543480396271,3137,ip-172-31-31-172,172.31.31.172,340.2543480396271,4000,4,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",8.319999999999917,8.339999999999916,8.331999999999917,55.68974438902743,50.5275,57.7375,2.084524664358714,1.9991324909905968,2.309507200895938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.6799999999998,1483.2,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.68018259926139,17.13597288704944,1.1231203418798654,1.0,1.0,800,0,4000,999.225,nan,nan,0.004,0.0,nan,40.51290322580645,7.8379032258064525
75.06000000000208,74.88000000000211,75.0000000000021,400.0,2,1000,False,5000,12,5,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-17-16,1595369836,80.06119847297668,420.31554651260376,3137,ip-172-31-31-172,172.31.31.172,420.31554651260376,5000,5,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",8.319999999999917,8.339999999999916,8.33333333333325,55.893536990856184,50.5275,57.7525,2.0755937379524005,1.9991324909905968,2.309507200895938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.8000000000002,1483.2,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.48694005552578,17.153352171241796,1.117447540070944,1.0,1.0,1000,0,5000,321.429,nan,nan,0.004,0.0,nan,40.88859649122807,7.973684210526316
75.06000000000208,74.88000000000211,74.9880000000021,400.0,3,1000,False,6000,15,6,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-18-41,1595369921,85.021892786026,505.33743929862976,3137,ip-172-31-31-172,172.31.31.172,505.33743929862976,6000,6,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",8.319999999999917,8.339999999999916,8.331999999999917,55.37749625935162,47.535,57.7525,2.099463061460743,1.9991324909905968,2.463461813875025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.4400000000003,1483.2,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.21341605446406,17.287530189477103,1.1101049547284567,1.0,1.0,1200,0,6000,947.58,nan,nan,0.004,0.0,nan,40.813223140495865,8.13388429752066
75.06000000000208,74.88000000000211,74.9964705882374,400.0,2,1000,False,7000,17,7,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-20-00,1595370000,78.58968305587769,583.9271223545074,3137,ip-172-31-31-172,172.31.31.172,583.9271223545074,7000,7,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",8.319999999999917,8.339999999999916,8.332941176470506,55.410290817074966,47.535,57.7525,2.0973415279807854,1.9991324909905968,2.463461813875025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.5529411764708,1483.2,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.04739246644283,17.294463724261846,1.1060097783106186,1.0,1.0,1400,0,7000,335.083,nan,nan,0.004,0.0,nan,40.791891891891886,8.257657657657655
75.06000000000208,74.88000000000211,75.00600000000209,400.0,3,1000,False,8000,20,8,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-21-23,1595370083,82.93670439720154,666.863826751709,3137,ip-172-31-31-172,172.31.31.172,666.863826751709,8000,8,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",8.319999999999917,8.339999999999916,8.333999999999918,55.497372194513716,47.535,57.7525,2.0940865027569875,1.9991324909905968,2.463461813875025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.6800000000003,1483.2,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.79313286559528,17.361521304093223,1.1011703646122388,1.0,1.0,1600,0,8000,931.547,nan,nan,0.004,0.0,nan,40.822881355932196,8.387288135593222
75.06000000000208,74.88000000000211,75.00272727272935,400.0,2,1000,False,9000,22,9,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-22-43,1595370163,79.90376019477844,746.7675869464874,3137,ip-172-31-31-172,172.31.31.172,746.7675869464874,9000,9,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",8.319999999999917,8.339999999999916,8.33363636363628,55.698406540467026,47.535,57.7525,2.085584013804582,1.9991324909905968,2.463461813875025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.4181818181823,1483.2,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.65788824774498,17.365719112463495,1.0985625862362758,1.0,1.0,1800,0,9000,327.146,nan,nan,0.004,0.0,nan,40.75929203539823,8.53451327433628
75.06000000000208,74.88000000000211,75.0096000000021,400.0,3,1000,False,10000,25,10,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-24-11,1595370251,87.90692520141602,834.6745121479034,3137,ip-172-31-31-172,172.31.31.172,834.6745121479034,10000,10,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",8.319999999999917,8.339999999999916,8.334399999999917,55.610097755610965,47.535,57.7525,2.0905012861400536,1.9991324909905968,2.463461813875025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1489.536,1483.2,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.49989369899618,17.425560265414212,1.0954032565094356,1.0,1.0,2000,0,10000,1071.821,nan,nan,0.004,0.0,nan,41.437599999999996,8.6824
75.06000000000208,56.70000000000122,74.33333333333537,400.0,2,1000,False,11000,27,11,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-25-36,1595370336,85.27526712417603,919.9497792720795,3137,ip-172-31-31-172,172.31.31.172,919.9497792720795,11000,11,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",6.299999999999981,8.339999999999916,8.25925925925918,54.068238662602745,12.74,57.7525,2.4075539723971184,1.9991324909905968,10.702756142834769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1479.7333333333338,1224.0,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.40480199639559,17.43338018730668,1.0940807359140916,1.0,1.0,2200,20000,11000,328.695,13.517,15.608,0.004,6407.117,100.0,42.809917355371894,8.835537190082645
75.06000000000208,16.379999999999747,72.44400000000198,400.0,3,1000,False,12000,30,12,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-27-07,1595370427,90.8361668586731,1010.7859461307526,3137,ip-172-31-31-172,172.31.31.172,1010.7859461307526,12000,12,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",1.8200000000000014,8.339999999999916,8.049333333333255,52.605998129675804,7.195,57.7525,2.322926617592001,0.5905016795622758,10.702756142834769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431.1200000000003,0.0,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.26924709856588,17.470869574992072,1.092750251789536,1.0,1.0,2400,40000,12000,952.96,14.338,16.637,0.004,6010.556,100.0,43.05968992248063,8.899999999999999
75.06000000000208,16.379999999999747,71.39250000000197,400.0,2,1000,False,13000,32,13,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-28-32,1595370512,84.86130738258362,1095.6472535133362,3137,ip-172-31-31-172,172.31.31.172,1095.6472535133362,13000,13,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",1.8200000000000014,8.339999999999916,7.9324999999999255,51.11687324657107,7.195,57.7525,2.458898624420562,0.5905016795622758,10.702756142834769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1385.775,0.0,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.18566836646626,17.476393440395245,1.092202579840849,1.0,1.0,2600,60000,13000,310.382,15.093,13.786,0.004,7253.883,100.0,42.95666666666667,8.994166666666668
75.06000000000208,16.379999999999747,68.34857142857325,400.0,3,1000,False,14000,35,14,5daa0afafa9c45aa9d1c224c691988f3,2020-07-21_22-30-05,1595370605,92.97599267959595,1188.6232461929321,3137,ip-172-31-31-172,172.31.31.172,1188.6232461929321,14000,14,0,f1356108,"0_actor_lr=0.001,critic_lr=0.001,n_step=1,prioritized_replay=True",1.8200000000000014,8.339999999999916,7.594285714285646,48.39406982543641,7.195,57.7525,2.411338898540117,0.5905016795622758,10.702756142834769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1282.6285714285714,0.0,1490.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.078299243338876,17.506621023346494,1.0918825927233444,1.0,1.0,2800,80000,14000,983.398,15.236,16.312,0.004,6130.276,100.0,42.883333333333326,9.0
